t_dat,customer_id,article_id,price,sales_channel_id
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,377277001,0.008457627118644,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,377277001,0.008457627118644,2
2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,573937001,0.0321864406779661,2
2018-09-20,00402f4463c8dc1b3ee54abfdea280e96cd87320449eca8953eb06769a5c20d4,507909001,0.0254067796610169,1
2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,611415005,0.0169322033898305,2
2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,673677002,0.0169322033898305,2
2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,611415001,0.0169322033898305,2
2018-09-20,008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,578476001,0.0482881355932203,1
2018-09-20,00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,610776002,0.008457627118644,2
2018-09-20,00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,539723005,0.0338813559322033,2
2018-09-20,00b10bf5c51e961bd91f7ed9081b1bc6fc7e86000c2bed1a2d9f70da02012432,562245050,0.0220169491525423,2
2018-09-20,00b1804e347ad55d1a75d7c07169e17d1890ad48953824879234177741a85955,294008002,0.0135423728813559,2
2018-09-20,00c83c269bedcb5135799d3bc4a7ae6f134d57bdd1be071486ef152b2ef1c300,297078001,0.0220169491525423,1
2018-09-20,00cf4505ba84c01f03c47829352054483acb59a9492ed0eef597dcf030e9e58b,512251004,0.0254067796610169,2
2018-09-20,00cf4505ba84c01f03c47829352054483acb59a9492ed0eef597dcf030e9e58b,179208001,0.0169322033898305,2
2018-09-20,00da14cc2ed13b9df1425be332f190877d6607aa7c79f761d7605231fd532814,610776001,0.008457627118644,2
2018-09-20,00da14cc2ed13b9df1425be332f190877d6607aa7c79f761d7605231fd532814,620081001,0.0254067796610169,2
2018-09-20,00da14cc2ed13b9df1425be332f190877d6607aa7c79f761d7605231fd532814,640539001,0.0423559322033898,2
2018-09-20,00e66bb584bb15b519d91b1979bc7ba33fa0ac956000263db19c0036ac8bbb80,608458001,0.0169322033898305,2
2018-09-20,013d1d9e3414787ec7bf048697592b6f76dec3bd5263e485e64429ce387ed09c,487827009,0.0338813559322033,2
2018-09-20,014cbfc591254f0cf30df52b660f94dead60c8d3eafc00ebb3051bd196bdcd8e,399136061,0.0508305084745762,2
2018-09-20,014cbfc591254f0cf30df52b660f94dead60c8d3eafc00ebb3051bd196bdcd8e,399136061,0.0508305084745762,2
2018-09-20,015379bc0ebfa21c432af0f1eec4cfdd83d88f3af3804fb42011610866da0cba,573085004,0.0338813559322033,1
2018-09-20,015379bc0ebfa21c432af0f1eec4cfdd83d88f3af3804fb42011610866da0cba,673677002,0.0169322033898305,1
2018-09-20,01624a723db9eb160f1ce8148eea035963527b2ddca1816d5cd79b94bd16bd92,547367007,0.0101525423728813,2
2018-09-20,016a5e92559854caa17365012de3e26cae632c968dbcc9b0f6343a54223e80b7,539723001,0.0338813559322033,2
2018-09-20,01887181e59ebbbcda75875d5df516d0ffaa26581ffd78cd909795732e4be9a5,688873002,0.0338813559322033,1
2018-09-20,01887181e59ebbbcda75875d5df516d0ffaa26581ffd78cd909795732e4be9a5,688873001,0.0338813559322033,1
2018-09-20,01959be607170cc2f092ee8fd13eda251b13cde70ef38dd37e37dcdadfde3b9e,591334019,0.0152372881355932,1
2018-09-20,01959be607170cc2f092ee8fd13eda251b13cde70ef38dd37e37dcdadfde3b9e,673677002,0.0152372881355932,1
2018-09-20,01c8cb2f730cd7253bd3e290d98823894222b305139631fc0471d8d0b3a4bde9,537688014,0.0508305084745762,1
2018-09-20,01cc2111fdf0603337bf82c79130e2144248bcec1a69cec7e28af56c0c78a4da,611415001,0.0169322033898305,2
2018-09-20,01d106a0b45ae7f169b3233d332bf325c80c24d4d160edeccf7d70905077fb86,573085020,0.0327457627118644,2
2018-09-20,01d106a0b45ae7f169b3233d332bf325c80c24d4d160edeccf7d70905077fb86,573085020,0.0327457627118644,2
2018-09-20,01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,519583008,0.0304915254237288,2
2018-09-20,01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,448515001,0.0381186440677966,2
2018-09-20,01f0af0b062a155ce270aa4cd7420795b115dd9320c143eaa10213f13ba346be,728162002,0.008457627118644,1
2018-09-20,01f0af0b062a155ce270aa4cd7420795b115dd9320c143eaa10213f13ba346be,728162002,0.008457627118644,1
2018-09-20,01fbe7968ede05b116c4d878d47ed4fd33db355c4b3311c2967858f059a65dde,587229001,0.0152372881355932,2
2018-09-20,022d28daa94930566e6139ae25faa966bebd5684cc486c59588d7e9b92262c50,399087010,0.0338813559322033,2
2018-09-20,02334389c86031bc841c43b000006162d3bdadd0a88acd650eaebdb3f1beb9c5,464297007,0.0169322033898305,1
2018-09-20,023b48de81f6af9de6bef17e720e3873ce40df3f561c975cfd47eaef5f13d09d,559630002,0.0152372881355932,2
2018-09-20,0257cce57bcfd65d958d44d09bd52c80b07b5a5aee9fc625599b6c13ee4e1b9e,400285006,0.0440508474576271,2
2018-09-20,025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,156231001,0.0056440677966101,1
2018-09-20,025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,156231001,0.0056440677966101,1
2018-09-20,026a1fb8bafd82f69183ae5dc8aea146c48c31d8ab03a3e711a9bc3fcec3a4b8,399136009,0.084728813559322,1
2018-09-20,028e765770e7b56b22210ffee86c332e849a52309bb253d62da0b44d082d66bf,507910004,0.0254067796610169,2
2018-09-20,029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,637255001,0.0250847457627118,2
2018-09-20,029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,637255001,0.0250847457627118,2
2018-09-20,02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,575347003,0.0133728813559322,2
2018-09-20,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,579541001,0.0169322033898305,1
2018-09-20,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,660599001,0.0338813559322033,1
2018-09-20,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,537688014,0.0508305084745762,1
2018-09-20,02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600,573085004,0.0338813559322033,2
2018-09-20,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,554450001,0.0338813559322033,2
2018-09-20,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,554450005,0.0338813559322033,2
2018-09-20,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,554450004,0.0338813559322033,2
2018-09-20,03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd,549914003,0.0118474576271186,2
2018-09-20,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,591334003,0.0169322033898305,2
2018-09-20,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,399136009,0.084728813559322,2
2018-09-20,032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9,658298001,0.0317627118644067,2
2018-09-20,032c1158bed8eaa884e982247bce6ba12fbb46cc96db37f890363d5565443d65,658030001,0.0508305084745762,2
2018-09-20,03489cb329eeb471615a9a93c47aea3385a35bda120f1b66c2d58057550e0cea,640021005,0.0508305084745762,1
2018-09-20,035f7a644366318ba089234153ff965dac19d68c607a9b87b47e19336b679b06,507910001,0.0254067796610169,2
2018-09-20,03ff2c14c56358cfa899443fb55163bcac3cf67c2b5723d4628ba72b846f5f64,575347003,0.0135423728813559,2
2018-09-20,04050a0433c9050f619b3b54ac4b63c14a2d8b5afe121e63f04cfa739eb7eac7,297067002,0.0121016949152542,2
2018-09-20,040a73aad40b8a90b8c01d97ffc8594b30a619c7e15afaa51c926c51ff035d89,529008026,0.0254067796610169,2
2018-09-20,040a73aad40b8a90b8c01d97ffc8594b30a619c7e15afaa51c926c51ff035d89,611415005,0.0169322033898305,2
2018-09-20,0459981eff33731efeb58b5e818557fa32ea3fc1665746c596b8ebd5f00ac51a,561445005,0.008457627118644,1
2018-09-20,0465ce750bdf4e7cd4c685e399eabfdf97be36287d77dd4b01058ae0daef742b,562252028,0.0254067796610169,2
2018-09-20,04901bc197bed482adcf7245ec330c77adb61fc11c63815cb9cdbd24075e7262,541518004,0.0304915254237288,1
2018-09-20,04901bc197bed482adcf7245ec330c77adb61fc11c63815cb9cdbd24075e7262,484398001,0.0338813559322033,1
2018-09-20,04a0ffb95fa578a3859837b5dd4f0582213e8787bb16143dc732f73825097d0c,562245001,0.0220169491525423,2
2018-09-20,04bfc8aae1af70063b52bab84e7cb137f0e13c53620a582e0106de6dd13518f6,664074001,0.0169322033898305,1
